condition,t,rt_corr_pdf
6.0,0.328,0.9910769143479644
6.0,0.33,1.0001772788546237
6.0,0.332,1.0092033165265377
6.0,0.334,1.0181569270845638
6.0,0.336,1.0270408935491042
6.0,0.338,1.035855190353151
6.0,0.34,1.0445993857434517
6.0,0.342,1.053273448809137
6.0,0.34400000000000003,1.061877516136577
6.0,0.34600000000000003,1.0704118153350257
6.0,0.34800000000000003,1.0788766310908398
6.0,0.35000000000000003,1.0872722872312912
6.0,0.352,1.095599136091064
6.0,0.354,1.1038575516636369
6.0,0.356,1.1120479249038886
6.0,0.358,1.1201706603426385
6.0,0.36,1.1282261735473913
6.0,0.362,1.1362148891545263
6.0,0.364,1.144137239302564
6.0,0.366,1.1519936623563451
6.0,0.368,1.1597846018483324
6.0,0.37,1.16751050558604
6.0,0.372,1.175171824889409
6.0,0.374,1.1827690139318123
6.0,0.376,1.1903025291651437
6.0,0.378,1.197772828814192
6.0,0.38,1.205180372428882
6.0,0.382,1.2125256204854464
6.0,0.384,1.219809034029413
6.0,0.386,1.2270310743546875
6.0,0.388,1.2341922027140428
6.0,0.39,1.2412928800571679
6.0,0.392,1.2483335667930426
6.0,0.394,1.2553147225739356
6.0,0.396,1.2622368060987093
6.0,0.398,1.2691002749334637
6.0,0.4,1.2759055853478023
6.0,0.402,1.2826531921652429
6.0,0.404,1.2893435486264664
6.0,0.406,1.2959771062642662
6.0,0.40800000000000003,1.3025543147891776
6.0,0.41000000000000003,1.3090756219848927
6.0,0.41200000000000003,1.3155414736126492
6.0,0.41400000000000003,1.3219523133238746
6.0,0.41600000000000004,1.328308582580433
6.0,0.418,1.334610720581885
6.0,0.42,1.3408591641992262
6.0,0.422,1.347054347914622
6.0,0.424,1.353196703766688
6.0,0.426,1.3592866613009214
6.0,0.428,1.3653246475248997
6.0,0.43,1.3713110868679166
6.0,0.432,1.3772464011447312
6.0,0.434,1.38313100952315
6.0,0.436,1.3889653284951657
6.0,0.438,1.3947497718514146
6.0,0.44,1.4004847506587128
6.0,0.442,1.4061706732404713
6.0,0.444,1.4118079451597818
6.0,0.446,1.4173985652376284
6.0,0.448,1.422943730303676
6.0,0.45,1.4284433708158955
6.0,0.452,1.4338974165488643
6.0,0.454,1.4393059873161822
6.0,0.456,1.4446692848712515
6.0,0.458,1.4499875550273245
6.0,0.46,1.4552610702249305
6.0,0.462,1.460490120161831
6.0,0.464,1.4656750062170338
6.0,0.466,1.4708160378831703
6.0,0.468,1.4759135303561477
6.0,0.47000000000000003,1.4809678028360738
6.0,0.47200000000000003,1.4859791772881579
6.0,0.47400000000000003,1.4909479775136045
6.0,0.47600000000000003,1.4958745284367005
6.0,0.47800000000000004,1.50075915554708
6.0,0.48,1.5056021844561716
6.0,0.482,1.5104039405394685
6.0,0.484,1.515164748644527
6.0,0.486,1.5198849328501411
6.0,0.488,1.52456481626595
6.0,0.49,1.5292047208644153
6.0,0.492,1.5338049673390128
6.0,0.494,1.5383658749838949
6.0,0.496,1.542887761591291
6.0,0.498,1.5473709433637093
6.0,0.5,1.5518157348385777
6.0,0.502,1.5562224488234255
6.0,0.504,1.5605913963400497
6.0,0.506,1.5649228865763962
6.0,0.508,1.5692172268451003
6.0,0.51,1.5734747225478052
6.0,0.512,1.5776956771445236
6.0,0.514,1.5818803921274225
6.0,0.516,1.5860291669984945
6.0,0.518,1.5901422992506735
6.0,0.52,1.5942200843520011
6.0,0.522,1.5982628157325136
6.0,0.524,1.6022707847735564
6.0,0.526,1.6062442807992778
6.0,0.528,1.6101835910700764
6.0,0.53,1.6140890007778168
6.0,0.532,1.6179607930426332
6.0,0.534,1.6217992489111772
6.0,0.536,1.6256046473561723
6.0,0.538,1.6293772652771563
6.0,0.54,1.6331173775023062
6.0,0.542,1.6368252567912456
6.0,0.544,1.6405011738387503
6.0,0.546,1.6441453972792786
6.0,0.548,1.647758193692247
6.0,0.55,1.651339827607993
6.0,0.552,1.6548905615143663
6.0,0.554,1.658410655863892
6.0,0.556,1.6619003690814618
6.0,0.558,1.6653614356411885
6.0,0.56,1.6687941152411718
6.0,0.562,1.672198248383156
6.0,0.5640000000000001,1.6755738600952899
6.0,0.5660000000000001,1.6789210541914468
6.0,0.5680000000000001,1.6822399731758948
6.0,0.5700000000000001,1.6855307816563068
6.0,0.5720000000000001,1.688793658028243
6.0,0.5740000000000001,1.6920287897690922
6.0,0.5760000000000001,1.6952363705404634
6.0,0.578,1.6984165982894863
6.0,0.58,1.701569673943673
6.0,0.582,1.7046958004791213
6.0,0.584,1.7077951822345467
6.0,0.586,1.7108680243933536
6.0,0.588,1.713914532584261
6.0,0.59,1.7169349125678164
6.0,0.592,1.7199293699865934
6.0,0.594,1.722898110163559
6.0,0.596,1.7258412916687949
6.0,0.598,1.7287587836833824
6.0,0.6,1.7316495157955683
6.0,0.602,1.7345102994619777
6.0,0.604,1.7373342269025691
6.0,0.606,1.7401089822400926
6.0,0.608,1.7428154985934146
6.0,0.61,1.7454273232494257
6.0,0.612,1.7479108645596573
6.0,0.614,1.7502264806859358
6.0,0.616,1.752330206642015
6.0,0.618,1.7541758355185746
6.0,0.62,1.7557170679496656
6.0,0.622,1.7569094957044284
6.0,0.624,1.7577122615315228
6.0,0.626,1.7580893146916703
6.0,0.628,1.7580102459203866
6.0,0.63,1.7574507312259389
6.0,0.632,1.7563926411061583
6.0,0.634,1.75482388370863
6.0,0.636,1.7527380514449071
6.0,0.638,1.7501339346776972
6.0,0.64,1.7470149566208415
6.0,0.642,1.7433885728819687
6.0,0.644,1.7392656686472856
6.0,0.646,1.7346599772021185
6.0,0.648,1.7295875356733377
6.0,0.65,1.724066187640528
6.0,0.652,1.7181151374855463
6.0,0.654,1.7117545578419904
6.0,0.656,1.7050052490452081
6.0,0.658,1.6978883478526727
6.0,0.66,1.6904250817095174
6.0,0.662,1.6826365643101497
6.0,0.664,1.6745436280207409
6.0,0.666,1.666166688773955
6.0,0.668,1.6575259503104076
6.0,0.67,1.6486413264299165
6.0,0.672,1.6395313356722394
6.0,0.674,1.630213666430632
6.0,0.676,1.6207053659461272
6.0,0.678,1.6110227645214703
6.0,0.68,1.601181449791273
6.0,0.682,1.5911962599822407
6.0,0.684,1.581081287848248
6.0,0.686,1.5708498917238836
6.0,0.6880000000000001,1.5605147116578317
6.0,0.6900000000000001,1.550087689242995
6.0,0.6920000000000001,1.539580090117444
6.0,0.6940000000000001,1.5290025283403088
6.0,0.6960000000000001,1.5183649920117208
6.0,0.6980000000000001,1.5076768696322884
6.0,0.7000000000000001,1.4969469767979406
6.0,0.7020000000000001,1.4861835829074017
6.0,0.704,1.4753944376262842
6.0,0.706,1.4645867969068234
6.0,0.708,1.4537665863575797
6.0,0.71,1.4429355970204054
6.0,0.712,1.432100022075748
6.0,0.714,1.4212667368254055
6.0,0.716,1.4104416086517224
6.0,0.718,1.399629905708028
6.0,0.72,1.388836437534685
6.0,0.722,1.3780656253456174
6.0,0.724,1.3673215461521913
